_rank,value_rating,model,price,signature,comments,tone_grade,technical_grade,driver_type,status,ranksort,tonesort,techsort,pricesort
C,,Campfire Lyra II,700,V-shaped,Campfire's take on a V-shaped dynamic sound. Wouldn't call it exceptional.,C,C,DD,Zeppelin & Co demo unit,222,111,111,700
C,,Empire Ears Bravado Mk2,800,Bassy,Very recessed and unfocused mids with poor bass control.,C,C,2EST 1BA 1DD,Zeppelin & Co demo unit,222,111,111,800
C,,ACS Encore,1130,Neutral,,C,C,3BA,Jaben SG demo unit,222,111,111,1130
C,,FitEar Air 2/Titan,1700,Warm V-shape,Generic hybrid sound. Doesn't really perform up to par either.,C,C,1BA 1DD,Jaben SG demo unit,222,111,111,1700
C,,Fostex TE100,1800,Warm neutral,A little boring and dead in dynamics. Not fun but not really reference either. Average.,C,C,1BA 1DD,Zeppelin & Co demo unit,222,111,111,1800
C,,FitEar Air 2,2050,Warm V-shape,Similar if not identical to the FitEar Titan.,C,C,1BA 1DD,Jaben SG demo unit,222,111,111,2050
C,,Noble Sultan,2900,V-shaped,"Somewhat generic tuning, poor technicalities, lacking treble extension, overpriced.",C,C,2EST 4BA 1DD,Stereo SG demo unit,222,111,111,2900
C,,Onkyo E900,Discont.,V-shaped,"Sharp and fatiguing, needs a bit more refinement up top.",C,C,2BA 1DD,Zeppelin & Co demo unit,222,111,111,99999
C,,Kinera IDUN Deluxe,Discont.,Neutral,"Doesn't sound too different from the original, though it depends on which unit you get...",C,C,2BA 1DD,Third party unit,222,111,111,99999
C,,Atomic Floyd SuperDarts,Discont.,U-shaped,Focused and sharp treble response with a fairly well-controlled bass response.,C,C,1BA 1DD,Third party unit,222,111,111,99999
C,,"Ultimate Ears Triple Fi 10 ""TF10""",Discont.,Warm,Decent tonality and timbre. Not as detailed as the new kids on the block but has the fundamentals down.,C,C,3BA,Personal unit,222,111,111,99999
C,,Custom Art Ei.3,Discont.,Mild V-shape,"Oddly tuned upper mids, underwhelming detailing, mediocre imaging.",C,C,3BA,Music Sanctuary demo unit,222,111,111,99999
C,,AAW W100,Discont.,V-shaped,"Bassy and has that typical ""chifi DD"" sound.",C,C,DD,Jaben SG demo unit,222,111,111,99999
C,,Earsonics SM3,Discont.,Warm,"Non-fatiguing, relaxing listen. ""Normal"".",C,C,3BA,AV One demo unit,222,111,111,99999
C,,Sony XBA-40,Discont.,V-shaped,General downsloping response with an odd upper midrange tuning.,C,C,4BA,Third party unit,222,111,111,99999
C-,,Tin HiFI T1,36,Warm,Could use some more high frequency response. Seems like squandered potential.,C+,C-,DD,Oardio demo unit,224,91,133,36
C-,,Advanced M4,40,V-shaped,Generic V-shape tuning with middling technicalities.,C+,C-,DD,Zeppelin & Co demo unit,224,91,133,40
C-,,KBEar Neon,50,Neutral,,C+,C-,BA,Available for demo at The Hangout,224,91,133,50
C-,,Lypertek PurePlay Z7,90,"""Balanced""",,C-,C+,2BA 1DD,Available for demo at The Hangout,224,133,91,90
C-,,Alpha&Delta D6,95,Bright,Well balanced bright response. Good detail and doesn't sound odd in any place.,C+,C-,DD,Available for demo at The Hangout,224,91,133,95
C-,,AZLA Orta,130,V-shaped,"Uneven mids, peaky treble, not a great listen.",C-,C+,DD,Zeppelin & Co demo unit,224,133,91,130
C-,,Gold Planar GL20,150,Warm,"The usual ""open-backed planar IEM"" sound of ""wonk"".",D-,A+,Planar,Third party unit,224,211,13,150
C-,,Tin HiFi P1,170,Warm neutral,"One of the rare few IEM-style planars with proper tonal balance without EQ, but lacking detail retrieval.",C+,C-,Planar,Available for demo at The Hangout,224,91,133,170
C-,,Jabra Elite 75t,180,U-shaped,"Overdone sub-bass response, sharp treble, thin midrange.",C-,C+,DD,ConnectIT demo unit,224,133,91,180
C-,,BGVP DM6,200,Warm V-shape,"Warm tilt in tone, decent detail retrieval though definition is a little too smoothed over.",C-,C+,5BA,Third party unit,224,133,91,200
C-,,FiiO FA7,300,Warm,"Boring, overly warm tuning that lacks detailing.",C-,C+,4BA,ConnectIT demo unit,224,133,91,300
C-,,Earsonics ES3,400,U-shaped,"Typical Earsonics weirdness, though bass is well-controlled.",C-,C+,3BA,Zeppelin & Co demo unit,224,133,91,400
C-,,Audio Technica ATH-IM03,450,Warm V-shape,Decently technical but ruined by its sibilant treble.,C-,C+,3BA,Stereo SG demo unit,224,133,91,450
C-,,HUM TT,500,Neutral,A misguided attempt at neutrality with virtually no treble extension.,C+,C-,2BA,Zeppelin & Co demo unit,224,91,133,500
C-,,InEar StageDiver SD-4,600,Warm V-shape,Needs more upper mids. Weird tonality caused by a mid-scoop.,C-,C+,4BA,Music Sanctuary demo unit,224,133,91,600
C-,,Ultimate Ears UE5 Pro,600,Warm,"Dead dynamics, overly warm and congested.",C+,C-,2BA,Jaben SG demo unit,224,91,133,600
C-,,Shozy Black Hole Mini,650,Warm V-shape,"The bass roll-off issue of the original is somewhat fixed, though at the cost of everything else.",C-,C+,DD,Available for demo at The Hangout,224,133,91,650
C-,,Final Audio Heaven 8,700,Warm,"Unique ""Final single BA"" sound; coloured mids, one-note treble and a more downsloping response.",C-,C+,BA,Third party unit,224,133,91,700
C-,,Noble Dulce Bass,700,Warm V-shape,A little bloated with the barest amount of treble required to balance the lower mids out.,C-,C+,5BA,Stereo SG demo unit,224,133,91,700
C-,,Eternal Melody EM-5H,750,Dark,Just a worse EM-5 in every way. Odd midrange and no treble extension to speak of.,C-,C+,5BA,Music Sanctuary demo unit,224,133,91,750
C-,,FitEar EST,1300,Warm,"Smooth and relaxing listen, though definition is not its strong suit.",C+,C-,1EST 1BA,Jaben SG demo unit,224,91,133,1300
C-,,Tralucent 1 Plus 2.3,2100,Warm V-shape,"Bloated, oddly recessed mids, and not all that technical either.",C-,C+,2BA 1DD,Jaben SG demo unit,224,133,91,2100
C-,,MMR Thummim,4500,V-shaped,"More resolving than the Homunculus, but also comes with bass bloat.",C-,C+,4EST 4BA 1DD,ConnectIT demo unit,224,133,91,4500
C-,,VSonic VC02,Discont.,Warm U-shape,Severe upper-mid depression with sibilant treble.,C-,C+,DD,LMUE demo unit,224,133,91,99999
C-,,Acoustune HS1003,Discont.,V-shaped,"Intensely V-shaped resulting in thinned-out, recessed mids.",C-,C+,DD,Zeppelin & Co demo unit,224,133,91,99999
C-,,Final Audio FI-DO6SS ANT20,Discont.,Warm,"Unique ""Final single BA"" sound; coloured mids, one-note treble and a more downsloping response.",C-,C+,BA,Jaben SG demo unit,224,133,91,99999
C-,,Eternal Melody EM-6W,?,Warm,A slight improvement over the EM-6 but still has issues with mid-bass bloat.,C-,C+,6BA,Zeppelin & Co demo unit,224,133,91,99999
C-,,Westone W80,1500,Warm neutral,"Nicely balanced, intimate and slightly dry. Perhaps the least Westone-sounding Westone.",D,B+,8BA,A2A Melbourne demo unit,226,183,43,1500
C-,,Tipsy Aurora,80,Warm neutral,"Very well-tuned, but not technical at all.",B-,D+,BA,Available for demo at The Hangout,230,73,157,80
C-,,Meze Rai Solo,200,V-shaped,Very wonky upper-midrange tuning that's also shouty at the same time.,D+,B-,DD,E1 demo unit,230,157,73,200
C-,,Custom Art FIBAE 3,625,Mid-centric,"A clarity-focused IEM. Weak in staging, perhaps too thin on the note weight.",D+,B-,3BA,Available for demo at The Hangout,230,157,73,625
C-,,Earsonics Velvet,850,U-shaped,Lower-mid recession pushed too far with your usual Earsonics weirdness.,D+,B-,3BA ,Zeppelin & Co demo unit,230,157,73,850
C-,,FitEar Private 223,1030,Bright,Sharp and fatiguing presentation. Treble really needs taming in this one.,D+,B-,3BA,Jaben SG demo unit,230,157,73,1030
C-,,FitEar Private 222,1050,Bright V-shape,"Sharp, almost piercing treble with surprisingly little air extension.",D+,B-,2BA,Jaben SG demo unit,230,157,73,1050
C-,,Dita Truth Brass,Discont.,Warm V-shape,"Very nice tonal characteristics with good bass, though nothing special technically.",D+,B-,DD,Zeppelin & Co demo unit,230,157,73,99999
C-,,Acoustune HS1001,Discont.,V-shaped,"Very very deep V-shape resulting in recessed mids, bloated bass and piercing highs.",D+,B-,DD,Zeppelin & Co demo unit,230,157,73,99999
C-,,JH Audio Lola,1600,Variable,Noticeable upper-mid recession and seems to work only with distortion guitars. Everything else is a wash.,D,B,6BA 2DD,AV One demo unit,240,183,57,1600
C-,,EarWerkz Legend Omega,Discont.,Warm,Tuning that is really a product of its time. Does not hold up well today.,D,B,8BA,Third party unit,240,183,57,99999
C-,,QKZ ZXN,10,V-shaped,,C,C-,DD,Available for demo at The Hangout,244,111,133,10
C-,,QKZ ZXD,20,V-shaped,,C,C-,DD,Available for demo at The Hangout,244,111,133,20
C-,,Kinera SIF,30,V-shaped,Bloated bass with sharp and sibilant treble.,C-,C,DD,E1 demo unit,244,133,111,30
C-,,Qudelix Qx-over,30,Bassy,,C,C-,2DD,Available for demo at The Hangout,244,111,133,30
C-,,Tin HiFi T1 Plus,30,V-shaped,Generic V-shape tuning with middling technicalities.,C,C-,DD,,244,111,133,30
C-,,Kinera BD005 Pro,60,Mild U-shape,Far better balanced in tonality than the original. Could use more damping the treble though.,C,C-,1BA 1DD,ConnectIT demo unit,244,111,133,60
C-,,TRN BA5,70,V-shaped,"Low resolution, passable tonality.",C,C-,5BA,Third party unit,244,111,133,70
C-,,Advanced M3,80,Bassy,Too much bass results in heavy tonal imbalance. Not great for timbre sticklers.,C,C-,DD,Zeppelin & Co demo unit,244,111,133,80
C-,,Heygears Anora,80,Neutral with laid-back treble,"Very good tuning, well-balanced signature.",C,C-,BA,LMUE demo unit,244,111,133,80
C-,,BGVP Q2,100,Bright neutral,"Poor bass, thin notes, shouty midrange and sharp treble.",C,C-,2BA,Available for demo at The Hangout,244,111,133,100
C-,,Sennheiser IE40 Pro,100,Neutral,An odd take on a balanced signature that sounds dead and lifeless.,C,C-,DD,ConnectIT demo unit,244,111,133,100
C-,,Grado iGe,100,U-shaped,Generally mid-scooped with emphases in sub-bass and mid-treble.,C,C-,DD,Jaben SG demo unit,244,111,133,100
C-,,Tin HiFi T2000,110,V-shaped,"Pretty standard chifi V-shaped sound, nothing special.",C,C-,2DD,Available for demo at The Hangout,244,111,133,110
C-,,Shanling ME100,120,V-shaped,"An odd take on the typical ""chifi DD"" sound, rolling off the bass for extra clarity at the expense of tonality.",C-,C,DD,Available for demo at The Hangout,244,133,111,120
C-,,W+G T2,130,Bright V-shape,,C-,C,DD,Available for demo at The Hangout,244,133,111,130
C-,,"Super Audio ""Supermeme"" 2BA+2DD",150,V-shaped,A decently tuned V-shaped hybrid with energetic upper midrange. May be intense for some.,C-,C,2BA 2DD,Personal unit,244,133,111,150
C-,,Anthem Five E2,150,Bassy,Lots of bass and not a lot of treble to balance it out. Alright midrange tone but resolution is poor.,C,C-,1BA 1DD,Review unit (custom),244,111,133,150
C-,,Alpha & Delta KS3,150,Mid-centric,"Shouty, lacking bass extension and ultimately too oddly coloured.",C,C-,DD,Available for demo at The Hangout,244,111,133,150
C-,,NuForce HEM1,150,Neutral,Reference tuning with tonal balance. Unfortunately limited by its technicalities.,C,C-,BA,E1 demo unit,244,111,133,150
C-,,Brainwavz B400,150,Neutral,Dulled transients and dynamics makes this a boring listen.,C,C-,4BA,Third party unit,244,111,133,150
C-,,AAW Nebula Two,150,U-shaped,Excellent clarity and wide staging due to semi-open design. DD bass manages to shine through.,C,C-,1BA 1DD,Null Audio demo unit,244,111,133,150
C-,,Heartfield Acoustic Deer,170,V-shaped,,C,C-,DD,Available for demo at The Hangout,244,111,133,170
C-,,Shozy Rouge,180,V-shaped,Sounds surprisingly to certain units of the Kinera IDUN (the same driver config too).,C-,C,2BA 1DD,Available for demo at The Hangout,244,133,111,180
C-,,Audio Technica ATH-IM01,200,Warm,Bloated and congested presentation. Needs more treble extension.,C-,C,BA,Stereo SG demo unit,244,133,111,200
C-,,1More Quad Driver,200,"""Balanced""",Okay-ish technical ability in a mainstream tuning. Can get congested.,C,C-,3BA 1DD,Jaben Melbourne demo unit,244,111,133,200
C-,,Fatfreq Eden,220,"""Balanced""",A strange sounding monitor with no clear direction in its tuning.,C-,C,2BA,Third party unit,244,133,111,220
C-,,Fatfreq Musician Plus,220,Warm,,C-,C,2BA,Showfloor demo unit,244,133,111,220
C-,,Fatfreq Reference Plus,220,Warm neutral,,C-,C,2BA,Showfloor demo unit,244,133,111,220
C-,,Hidizs Mermaid MS4,250,V-shaped,Generic V-shape tuning with middling technicalities.,C-,C,3BA 1DD,Third party unit,244,133,111,250
C-,,Zero Audio Carbo Doppio ZH-BX700,250,Neutral,Severely lacking in treble extension and detailing.,C,C-,2BA,Zeppelin & Co demo unit,244,111,133,250
C-,,Sennheiser Momentum True Wireless,300,V-shaped,Similar but not identical to its wired counterpart. A weirdly tuned V-shaped response.,C-,C,DD,Zeppelin & Co demo unit,244,133,111,300
C-,,Grado GR8,300,Warm neutral,"Weird mids, somewhat hot treble. Not... great.",C-,C,DD,Jaben SG demo unit,244,133,111,300
C-,,Pioneer SE-CX9,300,Bassy,"Final-ish single BA tuning with the interesting ""bass exciter"" technology vibrating your ears with bass.",C,C-,Exciter BA,Personal unit,244,111,133,300
C-,,JH Billie Jean,350,V-shaped,Follows the JH house sound but otherwise nothing special.,C,C-,2BA,AV One demo unit,244,111,133,350
C-,,Fatfreq Musician Pro,370,Warm,,C-,C,3BA,Showfloor demo unit,244,133,111,370
C-,,Audio Technica ATH-LS300,400,Warm V-shape,Seems alright up till the treble. Very odd treble timbre.,C-,C,3BA,Stereo SG demo unit,244,133,111,400
C-,,Advanced M5-1D,400,V-shaped,Typical chifi DD sound. Nothing special.,C-,C,DD,Zeppelin & Co demo unit,244,133,111,400
C-,,ORB CF-IEM Stella,450,Warm,,C-,C,2BA,e-Earphone demo unit,244,133,111,450
C-,,Cayin YB04,500,"""Balanced""",An odd take on neutrality that sounds weird and uneven.,C-,C,4BA,Zeppelin & Co demo unit,244,133,111,500
C-,,Campfire Nova,500,Neutral with laid-back treble,Somewhat dead-sounding with no shimmer or sparkle in the upper registers.,C-,C,2BA,ConnectIT demo unit,244,133,111,500
C-,,Stealthsonics U4,500,Warm,"An odd character, simultaneously bassy and thin at the same time.",C-,C,4BA,Showfloor demo unit,244,133,111,500
C-,,Jomo Jazz,500,Warm neutral,"Feels like an attempt at an all-rounder signature, but forgot about tuning in upper treble.",C-,C,2BA,Showfloor demo unit,244,133,111,500
C-,,Kinera Norn,500,V-shaped,,C-,C,4BA 1DD,e-Earphone demo unit,244,133,111,500
C-,,Shure SE535,500,Neutral,Tonally dead. One-note bass. No treble worth mentioning.,C,C-,3BA,Stereo SG demo unit,244,111,133,500
C-,,Audio Technica ATH-LS400,580,Warm V-shape,Seems alright up till the treble. Very odd treble timbre.,C-,C,4BA,Stereo SG demo unit,244,133,111,580
C-,,FitEar Fitear,900,Warm,Sounds like an even warmer variation of the F111.,C-,C,BA,Jaben SG demo unit,244,133,111,900
C-,,Jomo Salsa,1050,Warm V-shape,"Slightly bloated and sharp-sounding signature, and somewhat odd midrange tonality.",C-,C,4BA,Showfloor demo unit,244,133,111,1050
C-,,Campfire Atlas,1300,Bassy,Gobs of bass with added treble sparkle that prevents complete congestion and muddiness.,C,C-,DD,Zeppelin & Co demo unit,244,111,133,1300
C-,,Campfire Solstice,1500,Warm,"Doesn't sound like an Andromeda at all. A muddy, husky mess.",C-,C,5BA,E1 demo unit,244,133,111,1500
C-,,Yamaha EPH100,Discont.,V-shaped,Interesting W-shaped signature with recessed lower and upper midrange.,C-,C,DD,Third party unit,244,133,111,99999
C-,,Custom Art FIBAE 1,Discont.,Bright,"Peaky, uneven mids and probably more uneven treble.",C-,C,BA,Music Sanctuary demo unit,244,133,111,99999
C-,,VSonic VSD2S,Discont.,Warm V-shape,Dangerous combo of recessed upper mids and strong treble emphasis.,C-,C,DD,LMUE demo unit,244,133,111,99999
C-,,VSonic VSD3S,Discont.,U-shaped,Dangerous combo of recessed upper mids and strong treble emphasis.,C-,C,DD,LMUE demo unit,244,133,111,99999
C-,,Aurisonics Kicker,Discont.,V-shaped,Rather generic tuning though with narrow staging and limited resolution.,C-,C,DD,Third party unit,244,133,111,99999
C-,,Stax SR-001 Mk2,Discont.,Mid-centric,"Slight technical improvement over the Mk1, though tuning remains largely the same.",C-,C,EST,Third party unit,244,133,111,99999
C-,,Heir Audio Tzar 350,Discont.,Bright,Its detail would be appreciated if it didn't come with ear-splitting treble.,C-,C,2BA,Third party unit,244,133,111,99999
C-,,IMR R1 Zenith,Discont.,Variable,Not very detailed with a persistently odd tonal balance regardless of filters used.,C-,C,1Piezo 1DD,Third party unit,244,133,111,99999
C-,,Eternal Melody EM-4,?,"""Balanced""",Downsloping response with uneven mids.,C-,C,4BA,Zeppelin & Co demo unit,244,133,111,99999
C-,,Eternal Melody EM-6,?,"""Balanced""","Uneven mids, odd tonality, sounds like someone shoved drivers in there without any tuning.",C-,C,6BA,Zeppelin & Co demo unit,244,133,111,99999
C-,,VSonic VSD1S,Discont.,Warm,"Bloated and overly-warm, but not the worst VSonic IEM out there.",C,C-,DD,LMUE demo unit,244,111,133,99999
C-,,Fostex TE-02WP,Discont.,Neutral-bright,Balanced and clear. Very good value.,C,C-,DD,A2A Melbourne demo unit,244,111,133,99999
C-,,1More Dual Driver,Discont.,Warm,Somewhat balanced tonality though not the greatest in technical performance.,C,C-,1BA 1DD,AV One demo unit,244,111,133,99999
C-,,Phonak PFE,Discont.,Warm,"Somewhat warm-ish and non-offensive tonality, but with very flat-sounding dynamics.",C,C-,2BA,Third party unit,244,111,133,99999
C-,,Razer Moray,130,Neutral,,C,C-,1BA 1DD,Available for demo at The Hangout,244,111,133,130
C-,,Jade Audio EA3,50,Bright V-shape,Painful treble. Very painful.,D+,C+,1BA 1DD,Third party unit,248,157,91,50
C-,,Tin HiFi T2 Evo,60,Bright V-shape,,D+,C+,DD,Available for demo at The Hangout,248,157,91,60
C-,,Shuoer Singer,70,V-shaped,"Less ""sing"" and more ""scream"". Needs those upper-mids toned down, desperately.",D+,C+,EST DD,Available for demo at The Hangout,248,157,91,70
C-,,fineEars TSH-HR1000K,70,V-shaped,Pretty decent tonality but is severely lacking details.,C+,D+,DD,Third party unit,248,91,157,70
C-,,Shuoer Tape Pro,130,V-shaped,"An attempt to fix the original Tapes by targeting not the upper mids, but the treble. Just makes things worse.",D+,C+,DD,Oardio demo unit,248,157,91,130
C-,,Eternal Melody EM-2,290,V-shaped,"It just sounds ""meh"" to be. Nothing much to say.",C+,D+,2BA,Zeppelin & Co demo unit,248,91,157,290
C-,,HarmonicDyne P.D.1,380,U-shaped,,D+,C+,1Planar 1DD,Available for demo at The Hangout,248,157,91,380
C-,,Audiosense AQ7,500,Unique,"Sub-bass boost, odd midrange and rolled-off treble. Not for everyone.",D+,C+,6BA 1DD,Available for demo at The Hangout,248,157,91,500
C-,,IMR R1,550,Variable,Just various shades of wonky. Not recommended for the shout-intolerant.,D+,C+,2DD,Third party unit,248,157,91,550
C-,,Clear Tune Monitors CT-500 Elite,800,"""Balanced""",Just a weird-sounding tuning that doesn't seem to fit any kind of classification.,D+,C+,5BA,Jaben SG demo unit,248,157,91,800
C-,,Future Sonics MG5HX,875,V-shaped,Typical V-shaped DD signature with minimal focus on technicalities.,D+,C+,DD,Third party custom,248,157,91,875
C-,,Fearless Roland,1010,Dark neutral,"An almost total lack of treble results in a muffled, dark presentation.",D+,C+,2EST 2BA 1DD,Music Sanctuary demo unit,248,157,91,1010
C-,,Earsonics ES5,1150,"""Balanced""","Very, very uneven tuning. No clear direction, just sounds wrong.",D+,C+,5BA,Zeppelin & Co demo unit,248,157,91,1150
C-,,Kumitate KL-Kanon,1250,Variable,"Pot adjusts bass and lower mids. Intense V-shape, bright-and-shouty, and everything else in-between.",D+,C+,4BA,Showfloor demo unit,248,157,91,1250
C-,,FiR Neon 4,2300,Bassy,,D+,C+,3BA 1DD,e-Earphone demo unit,248,157,91,2300
C-,,UFOEar UFO-111,200,U-shaped,Truly wild-and-whacky tonality that makes most instruments sound wrong. Pretty decent resolution though.,D,B-,1BA 1DD,Available for demo at The Hangout,256,183,73,200
C-,,FiR M2,800,V-shaped,"Shrill, unnatural tone in an otherwise acceptable technical package.",D,B-,1BA 1DD,Showfloor demo unit,256,183,73,800
C-,,AAW Nightingale,1000,"""Balanced""",Horribly tuned midrange that sounds wrong and lacks energy.,D,B-,Planar,Zeppelin & Co demo unit,256,183,73,1000
C-,,TRN MT1,5,V-shaped,,C-,C-,DD,Third party unit,266,133,133,5
C-,,I-INTO i8,25,"""Balanced""",Somewhat downsloping signature. It's an IEM that exists.,C-,C-,3DD,Third party unit,266,133,133,25
C-,,Advanced 747,60,Bassy,Way too much bass. Interferes with instrument timbre and not even that detailed either.,C-,C-,DD,Zeppelin & Co demo unit,266,133,133,60
C-,,Oriveti Basic,100,Bassy,Lots of sub-bass rumble with an energetic midrange. Roll-off for non-fatigue.,C-,C-,DD,Jaben Melbourne demo unit,266,133,133,100
C-,,WG T-One,100,V-shaped,"Lacks definition, lacks resolution, weird V-shaped tuning.",C-,C-,DD,Available for demo at The Hangout,266,133,133,100
C-,,Sennheiser Momentum In-Ear,100,V-shaped,"Fuzzy, typical V-shaped sound but nothing too egregious.",C-,C-,DD,Zeppelin & Co demo unit,266,133,133,100
C-,,Pai Audio DM2A,140,V-shaped,Weird midrange. Oddly similar to the Kinera IDUN.,C-,C-,2BA 1DD,Third party unit,266,133,133,140
C-,,Kinera Idun (Deluxe),140,V-shaped,"Not a bad hybrid, considering Kinera's track record.",C-,C-,2BA 1DD,Third party unit,266,133,133,140
C-,,HiBy WH3,150,V-shaped,"Gives off that ""generic V-shape"" impression, but it's weirder than that on more listening.",C-,C-,1BA 1DD,Zeppelin & Co demo unit,266,133,133,150
C-,,Noble Falcon,156,V-shaped,Harsh midrange with strong bass and treble. Very mainstream sound.,C-,C-,DD,Stereo SG demo unit,266,133,133,156
C-,,"Whizzer A-HE03 ""Kylin""",160,Warm V-shape,Odd tonality and lacklustre technical ability overall.,C-,C-,2BA 1DD,Available for demo at The Hangout,266,133,133,160
C-,,Zero Audio Carbo Singolo ZH-BS150-CS,170,Warm neutral,Lacks definition and has virtually zero upper treble.,C-,C-,BA,Zeppelin & Co demo unit,266,133,133,170
C-,,Fearless Crystal Pearl,200,Warm,"Veiled, weird sounding and lacking details.",C-,C-,2BA,Music Sanctuary demo unit,266,133,133,200
C-,,Shure SE425,300,Neutral,Reinforces the fact that Shure somehow hates upper treble.,C-,C-,2BA,Jaben Melbourne demo unit,266,133,133,300
C-,,Cardas A8,350,"""Balanced""",A really weird take on neutrality. At least the bass is relatively well-controlled.,C-,C-,DD,Jaben SG demo unit,266,133,133,350
C-,,Westone W20,350,Warm,"A darker, arguably inferior variation of the typical GQ driver sound.",C-,C-,2BA,Treoo demo unit,266,133,133,350
C-,,Campfire Polaris V2,500,Bassy,Overwhelming amounts of bass only slightly balanced out by a midtreble emphasis.,C-,C-,1BA 1DD,Third party unit,266,133,133,500
C-,,Elysian Minerva,900,Warm V-shape,"Wonky tone with blunted notes, not very revealing.",C-,C-,4BA,Showfloor demo unit,266,133,133,900
C-,,Noble Django,1000,Warm,Lower-mid bloat and lacking definition.,C-,C-,6BA,Stereo SG demo unit,266,133,133,1000
C-,,Ultimate Ears Live,2200,Warm,"Soft, muddy, low resolution and lacks any sort of definition.",C-,C-,6BA 1DD,Music Sanctuary demo unit,266,133,133,2200
C-,,Stax SR-001 Mk1,Discont.,Mid-centric,Sounds like an old-school on-ear headphone from the 80s.,C-,C-,Electrostatic,Third party unit,266,133,133,99999
C-,,Meccaudio ME-04,Discont.,Neutral,"A not-quite-neutral ""neutral"" monitor.",C-,C-,4BA,E1 demo unit,266,133,133,99999
D+,,Yinyoo Ash,20,V-shaped,Wonky tone and sharp treble is not a great combo.,D+,C,1BA 1DD,Third party unit,268,157,111,20
D+,,Tripowin TP10,50,Bright V-shape,Skewed towards the higher frequencies with wonky mids and your average KZ technicalities.,D+,C,5BA,Available for demo at The Hangout,268,157,111,50
D+,,Rose Mini2,110,Warm,It's somewhat natural in timbre but lacks a lot of technical proficiency.,C,D+,2BA,Third party unit,268,111,157,110
D+,,Shure SE315,200,Dark,"Honky mids, limp bass, no upper treble.",D+,C,BA,Jaben Melbourne demo unit,268,157,111,200
D+,,Tago Studio T3-02,250,"""Balanced""",,D+,C,DD,e-Earphone demo unit,268,157,111,250
D+,,Earsonics ES2,300,Mid-centric,Slightly honky and lacking extension on both ends.,D+,C,2BA,Zeppelin & Co demo unit,268,157,111,300
D+,,Ocharaku Donguri Keyaki,400,Bright V-shape,It's not necessarily V-shaped... but certainly very sharp.,D+,C,DD,Third party unit,268,157,111,400
D+,,Ultimate Ears UE900S,400,Warm,"Very, very boxy and nasal midrange. Limited technical ability.",D+,C,4BA,Third party unit,268,157,111,400
D+,,Westone W30,400,Warm,"Fairly balanced as far as Westones go, but still suffers from subpar definition.",D+,C,3BA,Treoo demo unit,268,157,111,400
D+,,Flicker Ear Norma,450,Dark,"Extremely warm, lacking definition and clarity.",C,D+,4BA,Third party custom,268,111,157,450
D+,,Ocharaku Donguri Ti Plus,500,V-shaped,"Spiciness as expected of an Ocharaku. More shouty than bright, and weirdly thin.",D+,C,DD,Third party unit,268,157,111,500
D+,,InEar StageDiver SD-3,600,Warm,"Too much warmth, not enough balance and definition.",D+,C,3BA,Music Sanctuary demo unit,268,157,111,600
D+,,Noble M3,600,V-shaped,Strident and harsh midrange only saved by its somewhat competent bass presentation.,D+,C,1MS 1DD,Munkong Gadget demo unit,268,157,111,600
D+,,Advanced M5-5D,650,Bright neutral,An otherwise capable hybrid unfortunately let down by its ridiculous treble spike.,D+,C,4BA 1DD,Zeppelin & Co demo unit,268,157,111,650
D+,,Custom Art FIBAE ME,800,Warm,"Downsloping signature, bloated bass, and imprecise treble.",D+,C,6BA,Music Sanctuary demo unit,268,157,111,800
D+,,Warbler Prelude,1100,Dark,Rolled off on both ends with a very typical single-BA sound.,D+,C,BA,Third party custom,268,157,111,1100
D+,,Effect Audio Axiom,1500,Bassy,,D+,C,1BA 1DD,Review loaner,268,157,111,1500
D+,,Earsonics EM10/Grace,2300,Warm,Oddly low dynamics makes this sound rather dead and lifeless.,D+,C,10BA,Music Sanctuary demo unit,268,157,111,2300
D+,,FiR Krypton 5,3000,Bassy,,D+,C,4BA 1DD,e-Earphone demo unit,268,157,111,3000
D+,,Ocharaku Co-Donguri Shizuku,Discont.,V-shaped,"Spiciness as expected of an Ocharaku. More shouty than bright, and weirdly thin.",D+,C,DD,Third party unit,268,157,111,99999
D+,,HiBy Crystal6,Discont.,Bright V-shape,Surprisingly thin and sharp-sounding thing. At least it's somewhat technical.,D+,C,6BA,Zeppelin & Co demo unit,268,157,111,99999
D+,,Custom Art Pro330v2,Discont.,Warm,"Boxy mids, slightly bloated, congested imaging, not great.",D+,C,3BA,Music Sanctuary demo unit,268,157,111,99999
D+,,Noble Trident,400,Warm V-shape,Strident.,D,C+,3BA,Stereo SG demo unit,274,183,91,400
D+,,Cayin Fantasy,800,Bright,,D,C+,DD,Zeppelin & Co demo unit,274,183,91,800
D+,,Hifiman RE1000,1000,V-shaped,A strange take on a V response. Intense yet with no upper treble to speak of.,D,C+,DD,A2A Melbourne demo unit,274,183,91,1000
D+,,Audio Technica ATH-IEX1,1200,V-shaped,"Sounds weird, sounds wrong, needs a complete overhaul.",D,C+,2BA 2DD,Stereo SG demo unit,274,183,91,1200
D+,,JH Audio Jolene,1800,Variable,"Really only usable at-or-near max bass settings. Honky, lacking upper mids and just wonky overall.",D-,B-,8BA 4DD,AV One demo unit,284,211,73,1800
D+,,Advanced Elise,30,Bassy,Boomy and heavy sounding. Smoothed over details but not the worst out there.,D+,C-,DD,Zeppelin & Co demo unit,290,157,133,30
